date,page,clicks,impressions,position
2026-09-12,https://sixten.jp/journal/index.html?cat=CULTURE,1,1,3
2026-09-12,https://sixten.jp/media/chris-basketball-diary.html,0,1,7
2026-09-13,https://sixten.jp/,0,1,22
2026-09-13,https://sixten.jp/journal/,0,3,7
2026-09-13,https://sixten.jp/journal/001-banned-aj1.html,0,3,6.3
2026-09-13,https://sixten.jp/journal/006-streetball.html,1,1,21
2026-09-13,https://sixten.jp/journal/033-klay-thompson-heat.html,0,1,52
2026-09-13,https://sixten.jp/journal/035-fukuyama-denix-homegame.html,0,7,7.4
2026-09-13,https://sixten.jp/journal/057-converse-2faced.html,0,9,19
2026-09-13,https://sixten.jp/journal/066-joshu-rydeen-upset-supplier.html,0,1,10
2026-09-13,https://sixten.jp/journal/070-beril-yokohama-excellence.html,1,2,3.5
2026-09-13,https://sixten.jp/journal/076-kings-u15-okinawa-qualifier.html,0,3,9.3
2026-09-13,https://sixten.jp/journal/081-magic-2026-27-season-preview.html,0,1,7
2026-09-13,https://sixten.jp/journal/089-bucks-2026-27-season-preview.html,0,3,4
2026-09-13,https://sixten.jp/journal/090-air-jordan-12-idols-become-rivals.html,0,1,11
2026-09-13,https://sixten.jp/journal/097-76ers-flyers-new-arena.html,1,3,3.3
2026-09-13,https://sixten.jp/journal/099-pelicans-grizzlies-hawkins-trade.html,0,5,8.4
2026-09-13,https://sixten.jp/journal/105-lakers-phil-jackson-statue.html,0,1,10
2026-09-13,https://sixten.jp/journal/109-tokyo-z-avantgardey.html,0,3,8
2026-09-13,https://sixten.jp/journal/110-anta-kai-3-alchemist.html,0,3,4
2026-09-13,https://sixten.jp/journal/114-jordan-tatum-5.html,1,4,14.2
2026-09-13,https://sixten.jp/journal/120-air-jordan-1-high-og-royal.html,0,2,11
2026-09-13,https://sixten.jp/journal/121-jordan-tatum-5-sunrise.html,0,4,8.8
2026-09-13,https://sixten.jp/journal/124-ibaraki-robots-docomo.html,0,7,9.3
2026-09-13,https://sixten.jp/media/chris-basketball-diary.html,0,2,9
2026-09-14,https://sixten.jp/journal/006-streetball.html,0,4,8.2
2026-09-14,https://sixten.jp/journal/020-bandai-namco-arena-matsue.html,0,1,8
2026-09-14,https://sixten.jp/journal/035-fukuyama-denix-homegame.html,0,4,9
2026-09-14,https://sixten.jp/journal/043-payrollcup-4th-wheelchair.html,0,58,8.8
2026-09-14,https://sixten.jp/journal/057-converse-2faced.html,0,2,22.5
2026-09-14,https://sixten.jp/journal/064-unext-bleague-streaming.html,0,2,7.5
2026-09-14,https://sixten.jp/journal/069-meitetsu-fe-nagoya-court.html,0,4,8.5
2026-09-14,https://sixten.jp/journal/070-beril-yokohama-excellence.html,1,1,6
2026-09-14,https://sixten.jp/journal/071-westbrook-project-b.html,0,1,16
2026-09-14,https://sixten.jp/journal/076-kings-u15-okinawa-qualifier.html,0,3,9.7
2026-09-14,https://sixten.jp/journal/079-engelbert-wnba-retire.html,0,4,5
2026-09-14,https://sixten.jp/journal/082-nba-rivalries-2026-27.html,0,1,11
2026-09-14,https://sixten.jp/journal/089-bucks-2026-27-season-preview.html,0,6,3.7
2026-09-14,https://sixten.jp/journal/090-air-jordan-12-idols-become-rivals.html,0,1,11
2026-09-14,https://sixten.jp/journal/096-nba-injury-returns-2026-27.html,0,2,7
2026-09-14,https://sixten.jp/journal/097-76ers-flyers-new-arena.html,0,1,4
2026-09-14,https://sixten.jp/journal/099-pelicans-grizzlies-hawkins-trade.html,0,2,6.5
2026-09-14,https://sixten.jp/journal/107-akaishi-iwbf-wheelchair-worlds.html,0,1,9
2026-09-14,https://sixten.jp/journal/109-tokyo-z-avantgardey.html,0,2,9
2026-09-14,https://sixten.jp/journal/110-anta-kai-3-alchemist.html,0,2,10.5
2026-09-14,https://sixten.jp/journal/111-nba-2026-27-tier-preview.html,0,1,5
2026-09-14,https://sixten.jp/journal/114-jordan-tatum-5.html,0,12,9.6
2026-09-14,https://sixten.jp/journal/115-chiba-sky-wings-festa.html,0,1,17
2026-09-14,https://sixten.jp/journal/120-air-jordan-1-high-og-royal.html,0,1,9
2026-09-14,https://sixten.jp/journal/121-jordan-tatum-5-sunrise.html,0,6,8.8
2026-09-14,https://sixten.jp/journal/124-ibaraki-robots-docomo.html,0,3,8
2026-09-14,https://sixten.jp/media/chris-basketball-diary.html,0,2,11
2026-09-15,https://sixten.jp/,1,1,2
2026-09-15,https://sixten.jp/journal/002-iverson.html,0,2,9
2026-09-15,https://sixten.jp/journal/003-signature-shoes.html,0,2,2
2026-09-15,https://sixten.jp/journal/006-streetball.html,0,9,9.2
2026-09-15,https://sixten.jp/journal/020-bandai-namco-arena-matsue.html,0,1,9
2026-09-15,https://sixten.jp/journal/021-westbrook-retires.html,0,1,10
2026-09-15,https://sixten.jp/journal/043-payrollcup-4th-wheelchair.html,0,13,7.6
2026-09-15,https://sixten.jp/journal/057-converse-2faced.html,0,2,14
2026-09-15,https://sixten.jp/journal/069-meitetsu-fe-nagoya-court.html,0,1,6
2026-09-15,https://sixten.jp/journal/070-beril-yokohama-excellence.html,0,1,4
2026-09-15,https://sixten.jp/journal/073-mills-parker-asvel.html,0,1,8
2026-09-15,https://sixten.jp/journal/076-kings-u15-okinawa-qualifier.html,0,2,8.5
2026-09-15,https://sixten.jp/journal/079-engelbert-wnba-retire.html,0,1,6
2026-09-15,https://sixten.jp/journal/089-bucks-2026-27-season-preview.html,0,2,4.5
2026-09-15,https://sixten.jp/journal/097-76ers-flyers-new-arena.html,0,1,2
2026-09-15,https://sixten.jp/journal/099-pelicans-grizzlies-hawkins-trade.html,0,2,6.5
2026-09-15,https://sixten.jp/journal/109-tokyo-z-avantgardey.html,0,1,7
2026-09-15,https://sixten.jp/journal/114-jordan-tatum-5.html,0,6,14.7
2026-09-15,https://sixten.jp/journal/115-chiba-sky-wings-festa.html,0,1,4
2026-09-15,https://sixten.jp/journal/120-air-jordan-1-high-og-royal.html,0,2,4
2026-09-15,https://sixten.jp/journal/121-jordan-tatum-5-sunrise.html,0,6,10.5
2026-09-15,https://sixten.jp/journal/124-ibaraki-robots-docomo.html,0,1,9
2026-09-15,https://sixten.jp/journal/index.html?cat=CULTURE,0,1,4
2026-09-15,https://sixten.jp/media/chris-basketball-diary.html,0,1,6
2026-09-16,https://sixten.jp/journal/002-iverson.html,0,1,46
2026-09-16,https://sixten.jp/journal/006-streetball.html,0,9,8.3
2026-09-16,https://sixten.jp/journal/007-osakabe-donation.html,0,1,47
2026-09-16,https://sixten.jp/journal/014-oikos-gold-partner.html,0,1,9
2026-09-16,https://sixten.jp/journal/032-timberwolves-lynx-stad.html,0,1,11
2026-09-16,https://sixten.jp/journal/043-payrollcup-4th-wheelchair.html,2,13,8.2
2026-09-16,https://sixten.jp/journal/076-kings-u15-okinawa-qualifier.html,0,2,11
2026-09-16,https://sixten.jp/journal/079-engelbert-wnba-retire.html,0,2,4
2026-09-16,https://sixten.jp/journal/089-bucks-2026-27-season-preview.html,0,2,2
2026-09-16,https://sixten.jp/journal/096-nba-injury-returns-2026-27.html,0,3,8.7
2026-09-16,https://sixten.jp/journal/097-76ers-flyers-new-arena.html,0,7,2.1
2026-09-16,https://sixten.jp/journal/107-akaishi-iwbf-wheelchair-worlds.html,0,1,10
2026-09-16,https://sixten.jp/journal/109-tokyo-z-avantgardey.html,0,1,6
2026-09-16,https://sixten.jp/journal/110-anta-kai-3-alchemist.html,0,1,8
2026-09-16,https://sixten.jp/journal/114-jordan-tatum-5.html,0,1,4
2026-09-16,https://sixten.jp/journal/115-chiba-sky-wings-festa.html,0,1,9
2026-09-16,https://sixten.jp/journal/116-pistons-2026-27-preview.html,0,1,9
2026-09-16,https://sixten.jp/journal/120-air-jordan-1-high-og-royal.html,0,2,14
2026-09-16,https://sixten.jp/journal/121-jordan-tatum-5-sunrise.html,0,9,9.1
2026-09-16,https://sixten.jp/journal/124-ibaraki-robots-docomo.html,0,2,9
2026-09-16,https://sixten.jp/journal/134-adidas-anthony-edwards-3-cold-blooded.html,0,1,6
2026-09-16,https://sixten.jp/journal/160-palsystem-saitama-broncos.html,0,1,6
2026-09-16,https://sixten.jp/journal/163-abema-bleague-premier-opener.html,0,1,9
2026-09-16,https://sixten.jp/journal/166-konchar-knicks-one-year-deal.html,1,1,6
2026-09-16,https://sixten.jp/journal/168-kobe-8-protro-mambacurial.html,1,2,1.5
2026-09-16,https://sixten.jp/media/chris-basketball-diary.html,0,1,11
2026-09-16,https://sixten.jp/media/postup.html,0,2,16.5
2026-09-17,https://sixten.jp/journal/,0,2,10.5
2026-09-17,https://sixten.jp/journal/006-streetball.html,0,6,6.5
2026-09-17,https://sixten.jp/journal/020-bandai-namco-arena-matsue.html,0,2,7.5
2026-09-17,https://sixten.jp/journal/035-fukuyama-denix-homegame.html,0,1,9
2026-09-17,https://sixten.jp/journal/043-payrollcup-4th-wheelchair.html,0,6,6
2026-09-17,https://sixten.jp/journal/054-crane-thunders-afterschool.html,0,1,9
2026-09-17,https://sixten.jp/journal/057-converse-2faced.html,0,4,12.2
2026-09-17,https://sixten.jp/journal/066-joshu-rydeen-upset-supplier.html,0,2,7.5
2026-09-17,https://sixten.jp/journal/073-mills-parker-asvel.html,0,1,6
2026-09-17,https://sixten.jp/journal/074-amen-thompson-rockets-extension.html,0,1,10
2026-09-17,https://sixten.jp/journal/089-bucks-2026-27-season-preview.html,0,1,7
2026-09-17,https://sixten.jp/journal/097-76ers-flyers-new-arena.html,0,2,4
2026-09-17,https://sixten.jp/journal/099-pelicans-grizzlies-hawkins-trade.html,0,1,12
2026-09-17,https://sixten.jp/journal/103-hawks-front-office-reshuffle.html,0,1,4
2026-09-17,https://sixten.jp/journal/109-tokyo-z-avantgardey.html,0,2,9.5
2026-09-17,https://sixten.jp/journal/110-anta-kai-3-alchemist.html,0,1,7
2026-09-17,https://sixten.jp/journal/114-jordan-tatum-5.html,0,1,6
2026-09-17,https://sixten.jp/journal/120-air-jordan-1-high-og-royal.html,0,1,12
2026-09-17,https://sixten.jp/journal/121-jordan-tatum-5-sunrise.html,0,1,5
2026-09-17,https://sixten.jp/journal/124-ibaraki-robots-docomo.html,0,2,9.5
2026-09-17,https://sixten.jp/journal/125-pacers-2026-27-preview.html,1,2,5
2026-09-17,https://sixten.jp/journal/126-adidas-anthony-edwards-3-snow-camo.html,0,1,8
2026-09-17,https://sixten.jp/journal/128-mowalola-air-jordan-14-burnt-red.html,0,2,8.5
2026-09-17,https://sixten.jp/journal/131-air-jordan-4-lemonade-j-balvin.html,0,5,6.8
2026-09-17,https://sixten.jp/journal/133-anthony-edwards-adidas-superstar-ii-bliss-blue.html,0,5,7.4
2026-09-17,https://sixten.jp/journal/134-adidas-anthony-edwards-3-cold-blooded.html,0,2,6.5
2026-09-17,https://sixten.jp/journal/135-air-jordan-1-low-last-dance-at-the-garden.html,0,1,3
2026-09-17,https://sixten.jp/journal/137-beal-clippers-no3-jersey.html,0,2,6
2026-09-17,https://sixten.jp/journal/138-clippers-punishment-explained.html,0,1,10
2026-09-17,https://sixten.jp/journal/139-ua-fox-3.html,0,17,9.5
2026-09-17,https://sixten.jp/journal/143-nba-2026-27-how-to-watch-japan.html,0,2,5.5
2026-09-17,https://sixten.jp/journal/144-bleague-2026-27-how-to-watch.html,0,2,7
2026-09-17,https://sixten.jp/journal/145-jordan-tatum-signature-series.html,0,11,8.8
2026-09-17,https://sixten.jp/journal/146-payroll-cup-wheelchair-basketball.html,1,2,3.5
2026-09-17,https://sixten.jp/journal/148-rucker-park-new-york-guide.html,0,1,9
2026-09-17,https://sixten.jp/journal/151-bleague-premier-guide.html,0,1,7
2026-09-17,https://sixten.jp/journal/152-nba-cup-guide.html,0,2,7
2026-09-17,https://sixten.jp/journal/156-adidas-superstar-cold-blooded.html,0,2,7.5
2026-09-17,https://sixten.jp/journal/160-palsystem-saitama-broncos.html,0,3,6.3
2026-09-17,https://sixten.jp/journal/164-nike-caitlin-1-signature.html,0,1,19
2026-09-17,https://sixten.jp/journal/166-konchar-knicks-one-year-deal.html,1,1,2
2026-09-17,https://sixten.jp/journal/167-number-plus-bleague-guidebook.html,0,9,6.2
2026-09-17,https://sixten.jp/journal/168-kobe-8-protro-mambacurial.html,0,1,2
2026-09-17,https://sixten.jp/journal/169-oneconsist-tubc-partnership.html,0,1,10
2026-09-17,https://sixten.jp/journal/174-kobe-5-protro-what-the-rick.html,0,2,5.5
2026-09-17,https://sixten.jp/journal/175-saga-ballooners-premier-opener.html,0,1,8
2026-09-17,https://sixten.jp/journal/179-kobe-3-protro-black-white.html,0,3,6.7
2026-09-17,https://sixten.jp/journal/kicks/,0,6,7.7
2026-09-17,https://sixten.jp/media/chris-basketball-diary.html,0,1,8
2026-09-18,https://sixten.jp/journal/006-streetball.html,0,5,6.8
2026-09-18,https://sixten.jp/journal/057-converse-2faced.html,0,1,11
2026-09-18,https://sixten.jp/journal/070-beril-yokohama-excellence.html,0,2,6.5
2026-09-18,https://sixten.jp/journal/087-fc-barcelona-nike-kobe-3-protro.html,0,1,6
2026-09-18,https://sixten.jp/journal/094-kuas-kyoto-hannaryz.html,0,1,6
2026-09-18,https://sixten.jp/journal/099-pelicans-grizzlies-hawkins-trade.html,0,1,1
2026-09-18,https://sixten.jp/journal/109-tokyo-z-avantgardey.html,0,1,11
2026-09-18,https://sixten.jp/journal/111-nba-2026-27-tier-preview.html,0,1,2
2026-09-18,https://sixten.jp/journal/113-lakers-amsler-assistant-gm.html,0,2,6
2026-09-18,https://sixten.jp/journal/115-chiba-sky-wings-festa.html,0,1,6
2026-09-18,https://sixten.jp/journal/120-air-jordan-1-high-og-royal.html,0,2,5
2026-09-18,https://sixten.jp/journal/125-pacers-2026-27-preview.html,0,2,6.5
2026-09-18,https://sixten.jp/journal/131-air-jordan-4-lemonade-j-balvin.html,0,2,6
2026-09-18,https://sixten.jp/journal/136-clippers-kawhi-federal-investigation.html,0,2,20.5
2026-09-18,https://sixten.jp/journal/139-ua-fox-3.html,0,2,10.5
2026-09-18,https://sixten.jp/journal/143-nba-2026-27-how-to-watch-japan.html,1,3,6.7
2026-09-18,https://sixten.jp/journal/144-bleague-2026-27-how-to-watch.html,0,3,7.3
2026-09-18,https://sixten.jp/journal/145-jordan-tatum-signature-series.html,0,29,8.3
2026-09-18,https://sixten.jp/journal/146-payroll-cup-wheelchair-basketball.html,0,4,5.8
2026-09-18,https://sixten.jp/journal/148-rucker-park-new-york-guide.html,0,1,11
2026-09-18,https://sixten.jp/journal/151-bleague-premier-guide.html,0,2,10
2026-09-18,https://sixten.jp/journal/152-nba-cup-guide.html,0,1,11
2026-09-18,https://sixten.jp/journal/155-kobe-3-protro-orca.html,0,1,7
2026-09-18,https://sixten.jp/journal/162-air-jordan-1-low-halloween.html,0,1,2
2026-09-18,https://sixten.jp/journal/165-celtics-offseason-tatum-return.html,0,1,11
2026-09-18,https://sixten.jp/journal/167-number-plus-bleague-guidebook.html,0,2,6
2026-09-18,https://sixten.jp/journal/170-nets-2026-27-preview.html,0,1,4
2026-09-18,https://sixten.jp/journal/174-kobe-5-protro-what-the-rick.html,0,1,7
2026-09-18,https://sixten.jp/journal/177-reath-suns-signing.html,0,2,9
2026-09-18,https://sixten.jp/journal/179-kobe-3-protro-black-white.html,0,2,4.5
2026-09-18,https://sixten.jp/journal/180-garmin-yokohama-bcorsairs-partnership.html,0,1,8
2026-09-18,https://sixten.jp/journal/186-michael-sweetney-dies.html,3,8,3.6
2026-09-18,https://sixten.jp/journal/187-saddiq-bey-pelicans-extension.html,0,1,4
2026-09-18,https://sixten.jp/journal/japan/,0,6,50.2
2026-09-18,https://sixten.jp/journal/kicks/,0,4,31
2026-09-18,https://sixten.jp/media/chris-basketball-diary.html,0,1,5
